areaperil_id,lon,lat,IMTs
2138,-68.5,18.7,SA(0.3)
2139,-68.5,18.75,SA(0.3)
2140,-68.5,18.8,SA(0.3)
2141,-68.5,18.85,SA(0.3)
2142,-68.45,18.25,SA(0.3)
2143,-68.45,18.3,SA(0.3)
2144,-68.45,18.35,SA(0.3)
2145,-68.45,18.4,SA(0.3)
2146,-68.45,18.45,SA(0.3)
2147,-68.45,18.5,SA(0.3)
2148,-68.45,18.55,SA(0.3)
2149,-68.45,18.6,SA(0.3)
2150,-68.45,18.65,SA(0.3)
2151,-68.45,18.7,SA(0.3)
2152,-68.45,18.75,SA(0.3)
2153,-68.45,18.8,SA(0.3)
2154,-68.4,18.3,SA(0.3)
2155,-68.4,18.35,SA(0.3)
2156,-68.4,18.4,SA(0.3)
2157,-68.4,18.45,SA(0.3)
2158,-68.4,18.5,SA(0.3)
2159,-68.4,18.55,SA(0.3)
2160,-68.4,18.6,SA(0.3)
2161,-68.4,18.65,SA(0.3)
2162,-68.4,18.7,SA(0.3)
2163,-68.4,18.75,SA(0.3)
2164,-68.4,18.8,SA(0.3)
2165,-68.35,18.35,SA(0.3)
2166,-68.35,18.4,SA(0.3)
2167,-68.35,18.45,SA(0.3)
2168,-68.35,18.5,SA(0.3)
2169,-68.35,18.55,SA(0.3)
2170,-68.35,18.6,SA(0.3)
2171,-68.35,18.65,SA(0.3)
2172,-68.35,18.7,SA(0.3)
2173,-68.35,18.75,SA(0.3)
2174,-68.3,18.45,SA(0.3)
2175,-68.3,18.5,SA(0.3)
2176,-68.3,18.55,SA(0.3)
2177,-68.3,18.6,SA(0.3)
2178,-68.3,18.65,SA(0.3)
2179,-68.3,18.7,SA(0.3)
2180,-68.25,18.55,SA(0.3)
2181,-68.25,18.6,SA(0.3)
2182,-68.25,18.65,SA(0.3)
